Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,NameASCII,PlayerId,MLBAMID
"Steven Proko","FDU",23,15,10.2,9.6,1.0625,0,0.22666667,0.21333333,0.01333333,0.22413793,1.9333333333333333,0.31707317,0.46666667,7.8,6.447664101918539,1.3523358980814608,"Steven Proko","sa3060311",
"Derek Yoo","GTWN",23,24,5.25,5.25,1,1.5,0.10526316,0.10526316,0,0.38596491,2.4166666666666665,0.41666667,0.6097561,9,7.65329761505127,1.3467023849487303,"Derek Yoo","sa3045717",
"Aiden Milburn","BING",20,21.2,7.061538668751017,5.81538478603025,1.21428571,2.4923077654415353,0.14912281,0.12280702,0.02631579,0.34375,2.1692308328842995,0.36986301,0.58685446,10.384615689339732,9.03853726087943,1.3460784284603022,"Aiden Milburn","sa3060033",
"Evan Blanco","UVA",21,39,8.307692307692308,2.076923076923077,4,1.3846153846153846,0.19889503,0.04972376,0.14917127,0.34319527,1.7179487179487178,0.40944882,0.56818182,6.230769230769231,4.885741607959454,1.345027622809777,"Evan Blanco","sa3027230",
"Jamie Robertson","USD",21,19.2,10.525424069078868,2.2881356671910584,4.6,0.45762713343821165,0.25274725,0.05494505,0.1978022,0.2962963,1.4745763188564598,0.40350877,0.61349693,5.49152560125854,4.149523662226326,1.3420019390322144,"Jamie Robertson","sa3065845",
"Sergio Droz","UMBC",,14,9,7.071428571428571,1.27272727,1.9285714285714286,0.17948718,0.14102564,0.03846154,0.34375,2.357142857142857,0.40425532,0.56603774,9.642857142857142,8.30117449079241,1.3416826520647316,"Sergio Droz","sa3065526",
"Dane Armson","RICH",23,9,8,8,1,3,0.17391304,0.17391304,0,0.36842105,2.4444444444444446,0.40740741,0.50561798,11,9.658844555748834,1.3411554442511662,"Dane Armson","sa3026198",
"Cameron Lejeune","VT",23,34,7.411764705882353,3.176470588235294,2.33333333,1.0588235294117647,0.17177914,0.07361963,0.09815951,0.33774834,1.8529411764705883,0.39495798,0.6271777,6.088235294117647,4.749995001624613,1.3382402924930341,"Cameron Lejeune","sa3036208",
"Caden Wanless","RGV",,20.1,10.180327550533871,3.5409834958378683,2.875,0.44262293697973354,0.24731183,0.08602151,0.16129032,0.31325301,1.6721310952567712,0.42372881,0.69364162,5.311475243756803,3.9748637870895194,1.3366114566672835,"Caden Wanless","sa3060868",
"Jake Andrews","MSM",22,20.1,6.639344054696003,10.622950487513606,0.625,0.44262293697973354,0.13043478,0.20869565,-0.07826087,0.30379747,2.360655663891912,0.36507937,0.61433447,10.180327550533871,8.844214341666747,1.3361132088671237,"Jake Andrews","sa3026084",
"Christian Forniss","NU",,32.2,5.51020386714531,5.785714060502576,0.95238095,0.8265305800717965,0.125,0.13125,-0.00625,0.31060606,1.8979591097944957,0.34862385,0.63271605,7.714285414003434,6.378574959470156,1.3357104545332774,"Christian Forniss","sa3059209",
"Ty Starke","LOU",,16.1,10.469387347576088,7.714285414003434,1.35714286,1.102040773429062,0.2345679,0.17283951,0.0617284,0.20634921,1.653061160143593,0.26190476,0.53191489,7.714285414003434,6.380247002370855,1.3340384116325783,"Ty Starke","sa3042968",
"Caden Wooster","SCU",20,27.1,9.548780265696914,4.939024275360473,1.93333333,0.9878048550720946,0.23015873,0.11904762,0.11111111,0.21904762,1.3902438701014666,0.2739726,0.47738693,7.243902270528694,5.9118221001565505,1.3320801703721434,"Caden Wooster","sa3045579",
"Matt Carey","DART",,11,0,17.181818181818183,0,1.6363636363636365,0,0.31818182,-0.31818182,0.4,3.5454545454545454,0.37209302,0.49723757,13.909090909090908,12.580469408902257,1.3286215001886514,"Matt Carey","sa3028429",
"Aidan Keenan","STAN",,37,10.45945945945946,3.4054054054054053,3.07142857,0.972972972972973,0.26875,0.0875,0.18125,0.23076923,1.2702702702702702,0.30208333,0.58558559,5.594594594594595,4.268277990495837,1.326316604098758,"Aidan Keenan","sa3035151",
"Tazwell Butler","KSU",,26.2,8.100000193119053,3.037500072419645,2.66666667,1.3500000321865089,0.20869565,0.07826087,0.13043478,0.27184466,1.3875000330805787,0.32,0.52325581,6.750000160932545,5.426750886440278,1.3232492744922668,"Tazwell Butler","sa3058782",
"Jacob Wilson","CBU",,35.1,10.188679611950267,3.3113208738838367,3.07692308,0.76415097089627,0.24242424,0.07878788,0.16363636,0.31333333,1.6981132686583778,0.41121495,0.60553633,5.858490776871403,4.537677689793696,1.320813087077707,"Jacob Wilson","sa3045404",
"Kurt Marton","UCR",,48.2,7.952054586748761,4.068493044383087,1.95454545,1.4794520161393043,0.17991632,0.09205021,0.08786611,0.32701422,1.8698629648427318,0.38125,0.57109557,7.582191582713935,6.26630642522811,1.315885157485825,"Kurt Marton","sa3037227",
"Aydan Decker-Petty","IU",21,24.2,6.932432611115755,4.378378491231003,1.58333333,0.36486487426925024,0.16521739,0.10434783,0.06086957,0.26315789,1.5000000386624732,0.32,0.55045872,6.567567736846505,5.25667768733357,1.3108900495129348,"Aydan Decker-Petty","sa3030000",
"Gage Wheaton","NIA",,34.1,10.747573213579981,11.53398100969559,0.93181818,2.6213593203853613,0.21693122,0.23280423,-0.01587302,0.26811594,2.3592233883468254,0.31034483,0.58108108,11.53398100969559,10.22317379439897,1.3108072152966201,"Gage Wheaton","sa3045072",
"Christian Finnigan","BUT",22,9.2,5.586206712847522,14.896551234260057,0.375,5.586206712847522,0.08219178,0.21917808,-0.1369863,0.4,3.7241378085650143,0.36842105,0.57803468,19.551723494966325,18.243814397170073,1.3079090977962515,"Christian Finnigan","sa3031355",
"Tomas Cestero","HALL",,33.2,9.089108567602004,4.009900838647943,2.26666667,1.6039603354591772,0.19883041,0.0877193,0.11111111,0.3125,1.7821781505101968,0.375,0.58176101,8.287128399872415,6.981267809991735,1.3058605898806803,"Tomas Cestero","sa3065269",
"Douglas Bauer","OSU",21,35,7.714285714285714,4.628571428571429,1.66666667,0.7714285714285715,0.18181818,0.10909091,0.07272727,0.26428571,1.5714285714285714,0.31775701,0.57093426,6.685714285714286,5.380615874699184,1.305098411015102,"Douglas Bauer","sa3058579",
"Shawn Perez","UTM",,9,5,10,0.5,0,0.09615385,0.19230769,-0.09615385,0.23684211,2.111111111111111,0.27272727,0.47826087,9,7.69547979566786,1.3045202043321398,"Shawn Perez","sa3039723",
"Jake Needham","HC",21,1.2,10.800000257492071,21.600000514984142,0.5,0,0.16666667,0.33333333,-0.16666667,0,2.4000000572204603,0,0.57142857,16.200000386238106,14.895776419639592,1.3042239665985136,"Jake Needham","sa3038718",
"Anthony Gonzalez","LEH",22,6.1,7.105262979576136,2.8421051918304547,2.5,2.8421051918304547,0.14285714,0.05714286,0.08571429,0.37931034,2.052631527433106,0.40909091,0.63380282,11.368420767321819,10.064197094354608,1.3042236729672112,"Anthony Gonzalez","sa3032402",
"Ryan Speshyock","STAN",20,27,12.666666666666666,5,2.53333333,0.3333333333333333,0.28571429,0.11278195,0.17293233,0.24545455,1.5555555555555556,0.36619718,0.53497942,5.333333333333333,4.0310407532585995,1.3022925800747336,"Ryan Speshyock","sa3042841",
"Tim Baird","MRSH",23,32.2,13.775509667863275,6.612244640574372,2.08333333,0,0.34013605,0.16326531,0.17687075,0.1637931,1.3163264793736018,0.28787879,0.56,4.959183480430779,3.6582239643130285,1.3009595161177505,"Tim Baird","sa3026419",
"Alex Slotter","BRY",,16.1,7.163265027288903,4.408163093716248,1.625,0,0.1625,0.1,0.0625,0.28125,1.5918366727308673,0.35294118,0.47058824,7.163265027288903,5.86239892815809,1.300866099130813,"Alex Slotter","sa3065415",
"Von Baker","RICE",,24.1,9.246575100870652,8.506849092801,1.08695652,1.1095890121044782,0.19230769,0.17692308,0.01538462,0.28723404,2.054794466860145,0.36363636,0.56122449,9.246575100870652,7.945945774070498,1.3006293268001539,"Von Baker","sa3026454",
"Brent Walls","WCU",,2.1,7.714285977032729,7.714285977032729,1,0,0.16666667,0.16666667,0,0.22222222,1.7142857726739398,0.28571429,0.6,7.714285977032729,6.415179584464251,1.2991063925684774,"Brent Walls","sa3067188",
"Cole Ketchum","MISS",21,1,9,18,0.5,0,0.14285714,0.28571429,-0.14285714,0.4,4,0.5,0.5,9,7.701383781433106,1.2986162185668944,"Cole Ketchum","sa3035316",
"Cade O'Leary","MSST",,2,22.5,0,5,0,0.55555556,0,0.55555556,0.22222222,1,0.5,0,0,-1.2986162185668944,1.2986162185668944,"Cade O'Leary","sa3066576",
"Logan Pikur","MSU",20,32.1,7.237113686674204,4.175257896158195,1.73333333,1.670103158463278,0.16149068,0.0931677,0.06832298,0.31914894,1.8556701760703087,0.35779817,0.54770318,7.793814739495296,6.49755265087615,1.2962620886191463,"Logan Pikur","sa3039919",
"Mychal Grogan","WRST",,41.1,10.016129340391139,4.354838843648321,2.3,1.5241935952769123,0.22772277,0.0990099,0.12871287,0.29824561,1.717741988327949,0.37288136,0.5401662,8.491935745114226,7.197743413550055,1.2941923315641715,"Mychal Grogan","sa3032760",
"Conor Smith","VILL",,2.1,3.8571429885163644,3.8571429885163644,1,3.8571429885163644,0.07142857,0.07142857,0,0.38461538,2.5714286590109094,0.36363636,0.43478261,11.571428965549092,10.27829781941006,1.2931311461390322,"Conor Smith","sa3042524",
"Reece Arbogast","SDST",,20.1,6.19672111771627,2.2131146848986676,2.8,0.44262293697973354,0.15053763,0.05376344,0.09677419,0.29885057,1.5245901162635267,0.34722222,0.58823529,6.19672111771627,4.904200200642415,1.2925209170738547,"Reece Arbogast","sa3026144",
"Grant Comstock","WOF",23,18.1,7.854545182157163,4.418181664963404,1.77777778,0.9818181477696454,0.18823529,0.10588235,0.08235294,0.30666667,1.745454484923814,0.36842105,0.56291391,6.872727034387518,5.581413232314687,1.291313802072831,"Grant Comstock","sa3029234",
"Logan Lunceford","WAKE",21,60,13.2,4.2,3.14285714,0.75,0.32835821,0.10447761,0.2238806,0.20175439,1.2333333333333334,0.3037037,0.58227848,5.25,3.958818531036377,1.291181468963623,"Logan Lunceford","sa3036695",
"Zacary Tenn","HAW",21,20.1,5.754098180736536,7.9672128656352035,0.72222222,0.8852458739594671,0.13541667,0.1875,-0.05208333,0.23684211,1.7704917479189342,0.26229508,0.51136364,8.409835802614937,7.121235648895652,1.288600153719285,"Zacary Tenn","sa3043625",
"Jack Stellano","BRAD",,50.1,7.152318061482968,5.900662400723449,1.21212121,0.894039757685371,0.15810277,0.13043478,0.02766798,0.3271028,2.0463576675909603,0.38461538,0.60784314,7.867549867631265,6.579941846240976,1.2876080213902892,"Jack Stellano","sa3043031",
"Zev Salsberg","OSU",,8,3.375,4.5,0.75,1.125,0.07692308,0.1025641,-0.02564103,0.35294118,2,0.36666667,0.64102564,7.875,6.587758731842041,1.2872412681579588,"Zev Salsberg","sa3060463",
"George Eisenhardt","UIC",,18.2,6.267857356339092,8.67857172416182,0.72222222,1.9285714942581822,0.12621359,0.17475728,-0.04854369,0.28947368,2.1428572158424246,0.30508475,0.57603687,11.571428965549092,10.285594781199286,1.285834184349806,"George Eisenhardt","sa3030856",
"Joseph Hauser","NE",20,5.1,5.062499849125747,5.062499849125747,1,0,0.125,0.125,0,0.25,1.4999999552965178,0.29411765,0.55555556,6.74999979883433,5.464291729778052,1.2857080690562777,"Joseph Hauser","sa3033408",
"Koen Barton","HAW",,3.2,9.818181605378463,2.4545454013446157,4,0,0.23529412,0.05882353,0.17647059,0.26666667,1.3636363340803421,0.36363636,0.66666667,4.9090908026892315,3.624961535398625,1.2841292672906066,"Koen Barton","sa3058567",
"Ty Brooks","INST",,55.1,7.319277276631488,4.879518184420992,1.5,0.1626506061473664,0.1744186,0.11627907,0.05813954,0.27272727,1.626506061473664,0.33908046,0.56935818,6.506024245894656,5.222126442982196,1.2838978029124597,"Ty Brooks","sa3058734",
"Kaden McCoy","NWST",,8.1,10.80000041198732,7.560000288391124,1.42857143,2.160000082397464,0.20408163,0.14285714,0.06122449,0.33333333,2.520000096130375,0.4,0.54945055,8.640000329589856,7.36240488967896,1.2775954399108969,"Kaden McCoy","sa3065565",
"Ian Culver","UTAH",21,26.1,6.151898585647907,6.493670729295013,0.94736842,1.3670885745884238,0.13235294,0.13970588,-0.00735294,0.3125,2.0506328618826357,0.34444444,0.63670412,8.544303591177648,7.268522921893638,1.2757806692840106,"Ian Culver","sa3058960",
"Grant Herron","MORE",,39.1,9.610169802202444,5.49152560125854,1.75,0.6864407001573175,0.23463687,0.13407821,0.10055866,0.21621622,1.4237288595855473,0.2815534,0.56122449,6.635593434854069,5.360263262614202,1.275330172239867,"Grant Herron","sa3033717",
"Tanner Gerdes","SIU",,22.2,14.69117688266465,7.147059023999018,2.05555556,0.7941176693332243,0.32173913,0.15652174,0.16521739,0.27368421,1.9411765250367705,0.42857143,0.69444444,6.352941354665794,5.082863508376284,1.2700778462895101,"Tanner Gerdes","sa3032133",
"Finnegan Wall","UCI",22,30.1,8.010988843079685,4.450549357266492,1.8,0.8901098714532983,0.18493151,0.10273973,0.08219178,0.2983871,1.7142856783545006,0.36170213,0.63868613,7.120878971626387,5.851734715109215,1.2691442565171718,"Finnegan Wall","sa3044692",
"Dean Kampschror","UVA",,4.1,4.15384600148399,6.230769002225986,0.66666667,0,0.07692308,0.11538462,-0.03846154,0.39130435,2.769230667655994,0.42857143,0.66666667,6.230769002225986,4.962664642559709,1.2681043596662773,"Dean Kampschror","sa3035051",
"Lukas Pirko","TTU",20,36,7.5,5,1.5,1.25,0.16949153,0.11299435,0.05649718,0.30519481,1.8611111111111112,0.35294118,0.55555556,7.25,5.982306406233047,1.2676935937669533,"Lukas Pirko","sa3039957",
"Brayden Ryan","MD",,38,6.631578947368421,3.789473684210526,1.75,1.4210526315789473,0.15384615,0.08791209,0.06593407,0.32919255,1.8157894736842106,0.37007874,0.6097561,7.342105263157895,6.074600837105199,1.267504426052696,"Brayden Ryan","sa3041367",
"Austin Morris","ALA",,20.1,8.85245873959467,5.311475243756803,1.66666667,0.8852458739594671,0.21978022,0.13186813,0.08791209,0.24,1.4754097899324452,0.30188679,0.51282051,6.639344054696003,5.373514876689876,1.2658291780061264,"Austin Morris","sa3038398",
"Michael Pfeiffer","EMU",,31.2,9.378947556725503,9.094737024703518,1.03125,0.5684210640439699,0.19526627,0.18934911,0.00591716,0.2734375,2.1157895161636655,0.35483871,0.58743169,8.526315960659549,7.264002932921012,1.2623130277385366,"Michael Pfeiffer","sa3060261",
"Win Scott","SJSU",22,71,7.47887323943662,3.5492957746478875,2.10714286,0.8873239436619719,0.17987805,0.08536585,0.0945122,0.29152542,1.6056338028169015,0.34497817,0.48534799,6.971830985915493,5.710750461632097,1.261080524283396,"Win Scott","sa3041872",
"Nick Frers","VCU",,36.1,7.678899351308957,4.211009321685557,1.82352941,1.2385321534369287,0.17514124,0.0960452,0.07909605,0.29801325,1.7064220780686572,0.34782609,0.59375,7.926605781996344,6.665980209713084,1.26062557228326,"Nick Frers","sa3031711",
"Matthew Porter","PITT",22,29,7.448275862068965,6.206896551724138,1.2,0.9310344827586207,0.17021277,0.14184397,0.02836879,0.26086957,1.7241379310344827,0.30681818,0.55984556,7.448275862068965,6.188128875863963,1.2601469862050019,"Matthew Porter","sa3040099",
"Jason Shockley","RICH",22,23,9.782608695652174,5.478260869565218,1.78571429,2.347826086956522,0.2173913,0.12173913,0.09565217,0.32291667,1.9565217391304348,0.38461538,0.57692308,9.391304347826088,8.132274507439655,1.2590298403864324,"Jason Shockley","sa3042201",
"Jett Feltman","HCU",,29,6.827586206896552,2.793103448275862,2.44444444,0.6206896551724138,0.15942029,0.06521739,0.0942029,0.33070866,1.7586206896551724,0.38834951,0.53784861,5.896551724137931,4.639646145393109,1.2569055787448216,"Jett Feltman","sa3031232",
"Tyler Sausville","SIE",,48,8.4375,6,1.40625,0.5625,0.19230769,0.13675214,0.05555556,0.29145729,1.875,0.36423841,0.59684685,6.75,5.49380464553833,1.2561953544616697,"Tyler Sausville","sa3041609",
"JT Gibson","KENN",21,10,10.8,17.1,0.63157895,0.9,0.19354839,0.30645161,-0.11290323,0.27906977,3.1,0.36666667,0.54054054,9.9,8.645043659210206,1.2549563407897946,"JT Gibson","sa3032189",
"Brandon Arvidson","TENN",,37.1,16.63392913797682,4.821428735645456,3.45,0.9642857471290911,0.43396226,0.12578616,0.3081761,0.19565217,1.2589286143074245,0.35384615,0.58962264,4.33928586208091,3.0853123318784093,1.2539735302025008,"Brandon Arvidson","sa3058521",
"Elliot Eaton","PRIN",,31,7.838709677419355,7.258064516129032,1.08,0.5806451612903226,0.16770186,0.1552795,0.01242236,0.27272727,1.8709677419354838,0.33695652,0.56980057,8.709677419354838,7.457302253477035,1.2523751658778028,"Elliot Eaton","sa3030751",
"Jason Bodin","OU",,41,8.560975609756097,2.8536585365853657,3,0.8780487804878049,0.20855615,0.06951872,0.13903743,0.29090909,1.4878048780487805,0.36065574,0.59006211,5.926829268292683,4.676993537530667,1.2498357307620163,"Jason Bodin","sa3027307",
"Christian Howe","EKU",21,33,6.818181818181818,4.636363636363637,1.47058824,0.8181818181818182,0.15822785,0.10759494,0.05063291,0.27819549,1.6363636363636365,0.32380952,0.55363322,7.363636363636363,6.1166135209979435,1.2470228426384198,"Christian Howe","sa3034175",
"Evan Hart","NCAT",22,12,3.75,6,0.625,2.25,0.078125,0.125,-0.046875,0.33333333,2.1666666666666665,0.32608696,0.54621849,10.5,9.255958429972331,1.2440415700276688,"Evan Hart","sa3033326",
"Arlen Peters","SDST",,43,7.116279069767442,4.813953488372093,1.47826087,2.302325581395349,0.15740741,0.10648148,0.05092593,0.31746032,1.930232558139535,0.34027778,0.46089385,9.627906976744185,8.384566198393356,1.243340778350829,"Arlen Peters","sa3039763",
"Sam Beck","OMA",23,12.2,7.81578927753375,4.973684085703296,1.57142857,0,0.18644068,0.11864407,0.06779661,0.2,1.3421052294754925,0.25641026,0.42105263,6.3947366816185225,5.1513960538478445,1.243340627770678,"Sam Beck","sa3026838",
"Evan Jackson","STMN",22,10.2,5.906249823980039,10.124999698251495,0.58333333,0.8437499748542913,0.125,0.21428571,-0.08928571,0.34090909,2.5312499245628737,0.38888889,0.5859375,9.281249723397204,8.037909123860302,1.2433405995369018,"Evan Jackson","sa3034491",
"Anthony Garcia","UTA",,24,6,3.375,1.77777778,1.5,0.14285714,0.08035714,0.0625,0.34653465,1.8333333333333333,0.38271605,0.54455446,7.875,6.632803471883138,1.242196528116862,"Anthony Garcia","sa3059268",
"Seth Benes","IU",20,8.2,9.346153503338979,9.346153503338979,1,4.15384600148399,0.1875,0.1875,0,0.39473684,2.769230667655994,0.44,0.67010309,12.461538004451972,11.222373845591358,1.2391641588606142,"Seth Benes","sa3026951",
"Garrett McLaughlin","LIB",23,22.1,9.268656452558817,6.447761010475699,1.4375,0,0.2254902,0.15686275,0.06862745,0.2345679,1.5671641344906213,0.32758621,0.6,6.044775947320968,4.806237667391364,1.238538279929604,"Garrett McLaughlin","sa3037683",
"Gavin Alveti","CARK",,41,5.487804878048781,0.6585365853658537,8.33333333,0.43902439024390244,0.13736264,0.01648352,0.12087912,0.29411765,1.2926829268292683,0.33566434,0.54054054,5.7073170731707314,4.469902508433273,1.2374145647374588,"Gavin Alveti","sa3025983",
"Ryan Lamar","GAST",,12.1,12.405405725154509,10.945946228077508,1.13333333,0.7297297485385005,0.27868852,0.24590164,0.03278689,0.17777778,1.8648649129317236,0.25925926,0.48672566,7.2972974853850054,6.0616989158730705,1.235598569511935,"Ryan Lamar","sa3035863",
"Ryan Bates","BING",,4,15.75,4.5,3.5,0,0.38888889,0.11111111,0.27777778,0.2,1.25,0.375,0.66666667,4.5,3.265460205078125,1.2345397949218748,"Ryan Bates","sa3026716",
"Hayden Smith","UK",21,10.1,13.064516530944964,4.354838843648321,3,0,0.34090909,0.11363636,0.22727273,0.23076923,1.3548387513572555,0.375,0.71428571,3.4838710749186568,2.2497708335503317,1.234100241368325,"Hayden Smith","sa3042565",
"John Carroll","NAVY",,14,5.785714285714286,3.857142857142857,1.5,0.6428571428571429,0.12676056,0.08450704,0.04225352,0.34375,2,0.38888889,0.61594203,7.071428571428571,5.83863331930978,1.232795252118791,"John Carroll","sa3065511",
"Vincent Salvo","TOW",19,18.2,9.160714597726365,8.67857172416182,1.05555556,1.4464286206936365,0.19587629,0.18556701,0.01030928,0.28,2.0892857854463642,0.33962264,0.56701031,9.160714597726365,7.928577599841725,1.2321369978846395,"Vincent Salvo","sa3060465",
"Parker Munday","AKR",22,8,4.5,12.375,0.36363636,0,0.09090909,0.25,-0.15909091,0.33333333,2.625,0.38461538,0.625,10.125,8.892950248718261,1.232049751281739,"Parker Munday","sa3060108",
"Danny Veloz","HAW",24,6.2,5.4000001287460355,0,4,2.7000000643730178,0.13793103,0,0.13793103,0.37931034,1.6500000393390666,0.39130435,0.6097561,8.100000193119053,6.870416133403779,1.2295840597152736,"Danny Veloz","sa3044434",
"Julio Ermigiotti","LEH",20,26.1,8.886075734824754,5.126582154706589,1.73333333,1.3670885745884238,0.19548872,0.11278195,0.08270677,0.30088496,1.8607594487453545,0.36144578,0.55785124,8.202531447530543,6.97425713410001,1.228274313430533,"Julio Ermigiotti","sa3030987",
"Taili Thompson","NCAT",,27.2,5.530120609010457,6.506024245894656,0.85,0.9759036368841985,0.12592593,0.14814815,-0.02222222,0.27272727,1.80722895719296,0.3,0.43307087,8.457831519663053,7.2308580948144,1.2269734248486523,"Taili Thompson","sa3060748",
"Tyler Wood","UCD",21,53,8.320754716981131,3.5660377358490565,2.33333333,0.6792452830188679,0.21585903,0.09251101,0.12334802,0.24257426,1.320754716981132,0.30201342,0.54093567,5.943396226415095,4.717585880351517,1.2258103460635779,"Tyler Wood","sa3045547",
"Adam Buczkowski","CIN",,33,12,5.181818181818182,2.31578947,0.5454545454545454,0.28571429,0.12337662,0.16233766,0.23622047,1.4848484848484849,0.34567901,0.64575646,5.7272727272727275,4.502508426435066,1.2247643008376619,"Adam Buczkowski","sa3058765",
"Mac Heuer","TTU",20,53,8.150943396226415,3.9056603773584904,2.08695652,1.0188679245283019,0.19753086,0.09465021,0.10288066,0.29953917,1.6603773584905661,0.36196319,0.56900726,6.283018867924528,5.058826322375604,1.2241925455489238,"Mac Heuer","sa3033740",
"Duncan Marsten","WAKE",,10.1,5.225806612377985,6.9677421498373135,0.75,1.7419355374593284,0.11320755,0.1509434,-0.03773585,0.28571429,1.935483930510365,0.29411765,0.54455446,9.580645456026307,8.357205767735735,1.223439688290572,"Duncan Marsten","sa3067236",
"MacCallan Conklin","ILST",22,22.1,8.462686326249356,7.6567161999398925,1.10526316,1.2089551894641937,0.17647059,0.15966387,0.01680672,0.33673469,2.3283581426717803,0.40540541,0.52208835,8.462686326249356,7.240018816519009,1.2226675097303472,"MacCallan Conklin","sa3029243",
"Casey Coates","SOU",,7.2,7.043478406895314,14.086956813790628,0.5,0,0.12244898,0.24489796,-0.12244898,0.37142857,3.2608696328219047,0.44827586,0.66666667,10.565217610342971,9.34375263531402,1.221464975028951,"Casey Coates","sa3058889",
"Evan Byers","UK",24,16.2,8.640000329589856,3.240000123596196,2.66666667,0.540000020599366,0.22535211,0.08450704,0.14084507,0.29032258,1.4400000549316427,0.37777778,0.6640625,5.40000020599366,4.181383799743653,1.218616406250007,"Evan Byers","sa3028192",
"Eddie Del Valle","DSU",,52.2,8.715189663001201,8.03164537570699,1.08510638,1.7088607182355298,0.17647059,0.16262976,0.01384083,0.30508475,2.259493616333645,0.35428571,0.47747748,10.082278237589625,8.864963594252362,1.2173146433372626,"Eddie Del Valle","sa3030106",
"Mason Murdock","UNCW",21,9,10,14,0.71428571,0,0.18867925,0.26415094,-0.0754717,0.27777778,2.6666666666666665,0.38461538,0.62962963,9,7.783736207750109,1.2162637922498911,"Mason Murdock","sa3038570",
"Micah Henson","KSU",19,2.1,11.571428965549092,11.571428965549092,1,0,0.3,0.3,0,0,1.2857143295054547,0,0.5,7.714285977032729,6.4981795096884,1.2161064673443285,"Micah Henson","sa3059470",
"Cody Smith","MERC",,5.2,11.11764737066514,7.941176693332243,1.4,1.5882353386664485,0.25925926,0.18518519,0.07407407,0.28571429,1.9411765250367705,0.38461538,0.56603774,9.52941203199869,8.314330852732942,1.2150811792657485,"Cody Smith","sa3066990",
"Andrew Healy","DUKE",,42,7.928571428571429,3.857142857142857,2.05555556,1.5,0.18974359,0.09230769,0.0974359,0.26627219,1.5,0.304,0.49019608,7.285714285714286,6.070723292941139,1.2149909927731466,"Andrew Healy","sa3033483",
"Riley Weatherwax","PSU",,6.1,15.6315785550675,9.947368171406591,1.57142857,2.8421051918304547,0.30555556,0.19444444,0.11111111,0.37037037,2.684210458950985,0.57142857,0.61728395,9.947368171406591,8.732495451105603,1.2148727203009884,"Riley Weatherwax","sa3065443",
"Koen Vant Klooster","NICH",,31.2,7.673684364593593,6.536842236505653,1.17391304,1.4210526601099247,0.16463415,0.1402439,0.02439024,0.29007634,1.9263158281490091,0.33333333,0.546875,8.810526492681534,7.5960890463514685,1.2144374463300656,"Koen Vant Klooster","sa3062694",
"Matt Morash","PSU",,21,6,6.428571428571429,0.93333333,1.2857142857142858,0.13333333,0.14285714,-0.00952381,0.33333333,2.0952380952380953,0.37142857,0.58411215,8.142857142857142,6.932996827080137,1.2098603157770054,"Matt Morash","sa3038344",
"Owen Miller","BYU",,22,5.7272727272727275,5.318181818181818,1.07692308,0.8181818181818182,0.12612613,0.11711712,0.00900901,0.31868132,1.9090909090909092,0.36,0.62770563,7.7727272727272725,6.563114487041126,1.2096127856861463,"Owen Miller","sa3062655",
"Daniel Wissler","MIZ",,3.2,7.363636204033847,0,3,0,0.1875,0,0.1875,0.21428571,0.8181818004482052,0.27272727,0.6,4.9090908026892315,3.7013837814331056,1.2077070212561258,"Daniel Wissler","sa3045482",
"Zac Laird","INST",,16.2,12.960000494384785,10.260000391387955,1.26315789,0,0.25531915,0.20212766,0.05319149,0.29411765,2.3400000892639192,0.45454545,0.65217391,7.560000288391124,6.353451797485354,1.20654849090577,"Zac Laird","sa3035852",
"Ben Reimers","STAN",20,22.1,7.253731136785162,5.238805821011506,1.38461538,2.014925315773656,0.16513761,0.11926606,0.04587156,0.31182796,1.8805969613887457,0.34285714,0.63157895,8.462686326249356,7.2565796269157445,1.2061066993336116,"Ben Reimers","sa3040587",
"Parker Thomas","WRST",,17.1,9.865384253524477,5.192307501854988,1.9,1.5576922505564965,0.21348315,0.11235955,0.1011236,0.35135135,2.076923000741995,0.44230769,0.625,8.82692275315348,7.625782949966796,1.2011398031866847,"Parker Thomas","sa3043722",
"Carter Payne","PRES",,29,6.517241379310345,5.275862068965517,1.23529412,0.6206896551724138,0.1409396,0.11409396,0.02684564,0.31538462,2,0.36448598,0.54195804,7.448275862068965,6.247165887109165,1.2011099749598007,"Carter Payne","sa3060223",
"Jeremiah Holder","LAF",19,18.1,10.309090551581276,5.39999981273305,1.90909091,2.9454544433089365,0.21428571,0.1122449,0.10204082,0.3125,1.9636362955392908,0.35849057,0.46242775,10.7999996254661,9.604866915300864,1.195132710165236,"Jeremiah Holder","sa3033962",
"Gio Colasante","HARV",,31.2,10.231579152791458,5.684210640439699,1.8,0.8526315960659548,0.24,0.13333333,0.10666667,0.24193548,1.5789474001221386,0.31764706,0.57915058,7.105263300549623,5.910612978103089,1.1946503224465346,"Gio Colasante","sa3029126",
"Blake Barker","UVA",22,8,12.375,11.25,1.1,0,0.23404255,0.21276596,0.0212766,0.31428571,2.625,0.45833333,0.73913043,6.75,5.558818531036377,1.1911814689636229,"Blake Barker","sa3026568",
"Dylan Howanitz","BC",23,9,7,5,1.4,2,0.14,0.1,0.04,0.42857143,2.5555555555555554,0.48484848,0.64655172,9,7.808818531036378,1.191181468963622,"Dylan Howanitz","sa3059533",
